Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
15;22/08/2010;16h00;Domingo;Athlético-PR;Flamengo;Athlético-PR;Arena da Baixada;1;0;PR;RJ;PR
15;22/08/2010;18h30;Domingo;Corinthians;São Paulo;Corinthians;Pacaembu;3;0;SP;SP;SP
15;22/08/2010;16h00;Domingo;Santos;Atlético-MG;Santos;Vila Belmiro;2;0;SP;MG;SP
15;22/08/2010;18h30;Domingo;Cruzeiro;Vitória;Vitória;Ipatingão;0;1;MG;ES;ES
16;25/08/2010;22h00;Quarta-feira;São Paulo;Vasco;-;Morumbi;0;0;SP;RJ;-
16;25/08/2010;21h00;Quarta-feira;Grêmio Prudente;Athlético-PR;Athlético-PR;Prudentão;0;1;SP;PR;PR
16;25/08/2010;19h30;Quarta-feira;Botafogo-RJ;Ceará;Botafogo-RJ;Engenhão;1;0;RJ;CE;RJ
16;25/08/2010;22h00;Quarta-feira;Cruzeiro;Corinthians;Cruzeiro;Parque do Sabiá;1;0;MG;SP;MG
16;25/08/2010;19h30;Quarta-feira;Goiás;Fluminense;Fluminense;Serra Dourada;0;3;GO;RJ;RJ
16;25/08/2010;19h30;Quarta-feira;Avaí;Internacional;Internacional;Ressacada;0;1;SC;RS;RS
16;25/08/2010;22h00;Quarta-feira;Grêmio;Santos;Santos;Olímpico Monumental;1;2;RS;SP;SP
16;26/08/2010;21h00;Quinta-feira;Flamengo;Atlético-MG;-;Maracanã;0;0;RJ;MG;-
16;26/08/2010;21h00;Quinta-feira;Vitória;Guarani;-;Barradão;1;1;ES;SP;-
16;26/08/2010;21h00;Quinta-feira;Palmeiras;Atlético-GO;Atlético-GO;Pacaembu;0;3;SP;GO;GO
17;28/08/2010;18h30;Sábado;Vasco;Cruzeiro;-;Maracanã;1;1;RJ;MG;-
17;28/08/2010;18h30;Sábado;Ceará;Grêmio Prudente;-;Castelão;2;2;CE;SP;-
17;28/08/2010;18h30;Sábado;Internacional;Botafogo-RJ;Internacional;Beira Rio;1;0;RS;RJ;RS
17;28/08/2010;18h30;Sábado;Santos;Goiás;Santos;Pacaembu;2;0;SP;GO;SP
17;29/08/2010;18h30;Domingo;Atlético-GO;Avaí;-;Serra Dourada;2;2;GO;SC;-
17;29/08/2010;18h30;Domingo;Athlético-PR;Grêmio;-;Arena da Baixada;1;1;PR;RS;-
17;29/08/2010;18h30;Domingo;Fluminense;São Paulo;-;Maracanã;2;2;RJ;SP;-
17;29/08/2010;16h00;Domingo;Corinthians;Vitória;Corinthians;Pacaembu;2;1;SP;ES;SP
17;29/08/2010;16h00;Domingo;Guarani;Flamengo;Guarani;Brinco de Ouro;2;1;SP;RJ;SP
17;29/08/2010;16h00;Domingo;Atlético-MG;Palmeiras;Palmeiras;Ipatingão;1;2;MG;SP;SP
18;01/09/2010;19h30;Quarta-feira;Vitória;Internacional;-;Barradão;0;0;ES;RS;-
18;01/09/2010;22h00;Quarta-feira;Fluminense;Palmeiras;-;Maracanã;1;1;RJ;SP;-
18;01/09/2010;21h00;Quarta-feira;Goiás;Atlético-MG;Atlético-MG;Serra Dourada;1;3;GO;MG;MG
18;01/09/2010;22h00;Quarta-feira;Athlético-PR;Ceará;Athlético-PR;Arena da Baixada;2;1;PR;CE;PR
18;01/09/2010;19h30;Quarta-feira;Grêmio Prudente;Botafogo-RJ;Botafogo-RJ;Prudentão;0;1;SP;RJ;RJ
18;01/09/2010;22h00;Quarta-feira;Cruzeiro;Flamengo;Cruzeiro;Parque do Sabiá;1;0;MG;RJ;MG
18;01/09/2010;19h30;Quarta-feira;Grêmio;Guarani;Grêmio;Olímpico Monumental;1;0;RS;SP;RS
18;02/09/2010;21h00;Quinta-feira;Santos;Avaí;Santos;Vila Belmiro;2;1;SP;SC;SP
18;02/09/2010;21h00;Quinta-feira;São Paulo;Atlético-GO;São Paulo;Morumbi;2;1;SP;GO;SP
19;04/09/2010;18h30;Sábado;Botafogo-RJ;Grêmio;-;Engenhão;2;2;RJ;RS;-
19;04/09/2010;18h30;Sábado;Corinthians;Goiás;Corinthians;Pacaembu;5;1;SP;GO;SP
19;04/09/2010;18h30;Sábado;Ceará;Vasco;Vasco;Castelão;0;2;CE;RJ;RJ
19;05/09/2010;16h00;Domingo;Flamengo;Santos;-;Maracanã;0;0;RJ;SP;-
19;05/09/2010;18h30;Domingo;Atlético-GO;Vitória;Atlético-GO;Serra Dourada;4;1;GO;ES;GO
19;05/09/2010;16h00;Domingo;Avaí;Athlético-PR;Athlético-PR;Ressacada;0;1;SC;PR;PR
19;05/09/2010;16h00;Domingo;Palmeiras;Cruzeiro;Cruzeiro;Pacaembu;2;3;SP;MG;MG
19;05/09/2010;16h00;Domingo;Guarani;Fluminense;Guarani;Brinco de Ouro;2;1;SP;RJ;SP
19;05/09/2010;18h30;Domingo;Internacional;Grêmio Prudente;Internacional;Beira Rio;2;0;RS;SP;RS
19;05/09/2010;18h30;Domingo;Atlético-MG;São Paulo;São Paulo;Ipatingão;2;3;MG;SP;SP
20;08/09/2010;22h00;Quarta-feira;Athlético-PR;Corinthians;-;Arena da Baixada;1;1;PR;SP;-
20;08/09/2010;22h00;Quarta-feira;Vitória;Palmeiras;-;Barradão;1;1;ES;SP;-
20;08/09/2010;19h30;Quarta-feira;Cruzeiro;Internacional;Cruzeiro;Parque do Sabiá;1;0;MG;RS;MG
20;08/09/2010;19h30;Quarta-feira;Fluminense;Ceará;Fluminense;Engenhão;3;1;RJ;CE;RJ
20;08/09/2010;19h30;Quarta-feira;Goiás;Guarani;Goiás;Serra Dourada;3;1;GO;SP;GO
20;08/09/2010;19h30;Quarta-feira;Grêmio;Atlético-GO;Grêmio;Olímpico Monumental;2;0;RS;GO;RS
20;08/09/2010;22h00;Quarta-feira;São Paulo;Flamengo;São Paulo;Morumbi;2;0;SP;RJ;SP
20;09/09/2010;21h00;Quinta-feira;Vasco;Atlético-MG;-;São Januário;1;1;RJ;MG;-
20;09/09/2010;21h00;Quinta-feira;Grêmio Prudente;Avaí;-;Prudentão;1;1;SP;SC;-
20;09/09/2010;21h00;Quinta-feira;Santos;Botafogo-RJ;Botafogo-RJ;Pacaembu;0;1;SP;RJ;RJ
21;11/09/2010;18h30;Sábado;Flamengo;Vitória;-;Raulino de Oliveira;2;2;RJ;ES;-
21;11/09/2010;18h30;Sábado;Atlético-GO;Fluminense;Atlético-GO;Serra Dourada;2;1;GO;RJ;GO
21;11/09/2010;18h30;Sábado;Corinthians;Grêmio;Grêmio;Pacaembu;0;1;SP;RS;RS
21;12/09/2010;18h30;Domingo;Internacional;Goiás;-;Beira Rio;0;0;RS;GO;-
21;12/09/2010;16h00;Domingo;Palmeiras;Vasco;-;Pacaembu;0;0;SP;RJ;-
21;12/09/2010;16h00;Domingo;Atlético-MG;Grêmio Prudente;Atlético-MG;Arena do Jacaré;1;0;MG;SP;MG
21;12/09/2010;16h00;Domingo;Botafogo-RJ;São Paulo;Botafogo-RJ;Engenhão;2;0;RJ;SP;RJ
21;12/09/2010;18h30;Domingo;Ceará;Santos;Ceará;Castelão;2;1;CE;SP;CE
21;12/09/2010;16h00;Domingo;Avaí;Cruzeiro;Cruzeiro;Ressacada;1;2;SC;MG;MG
21;12/09/2010;18h30;Domingo;Guarani;Athlético-PR;Guarani;Brinco de Ouro;1;0;SP;PR;SP
22;15/09/2010;22h00;Quarta-feira;Vitória;Ceará;-;Barradão;0;0;ES;CE;-
22;15/09/2010;19h30;Quarta-feira;Athlético-PR;Atlético-MG;Athlético-PR;Arena da Baixada;2;1;PR;MG;PR
22;15/09/2010;22h00;Quarta-feira;Fluminense;Corinthians;Corinthians;Engenhão;1;2;RJ;SP;SP
22;15/09/2010;19h30;Quarta-feira;Cruzeiro;Guarani;Cruzeiro;Arena do Jacaré;4;2;MG;SP;MG
22;15/09/2010;22h00;Quarta-feira;Grêmio Prudente;Flamengo;Flamengo;Prudentão;1;2;SP;RJ;RJ
22;15/09/2010;19h30;Quarta-feira;Goiás;Botafogo-RJ;Goiás;Serra Dourada;4;1;GO;RJ;GO
22;15/09/2010;22h00;Quarta-feira;Grêmio;Palmeiras;Palmeiras;Olímpico Monumental;1;2;RS;SP;SP
22;15/09/2010;19h30;Quarta-feira;Santos;Atlético-GO;Santos;Vila Belmiro;4;2;SP;GO;SP
22;16/09/2010;21h00;Quinta-feira;Vasco;Avaí;-;São Januário;1;1;RJ;SC;-
22;16/09/2010;21h00;Quinta-feira;São Paulo;Internacional;Internacional;Morumbi;1;3;SP;RS;RS
23;18/09/2010;18h00;Sábado;Botafogo-RJ;Cruzeiro;-;Engenhão;2;2;RJ;MG;-
23;18/09/2010;18h00;Sábado;Atlético-GO;Athlético-PR;Athlético-PR;Serra Dourada;1;2;GO;PR;PR
23;18/09/2010;18h00;Sábado;Corinthians;Grêmio Prudente;Corinthians;Pacaembu;3;0;SP;SP;SP
23;19/09/2010;18h30;Domingo;Flamengo;Fluminense;-;Engenhão;3;3;RJ;RJ;-
23;19/09/2010;18h30;Domingo;Ceará;Goiás;-;Castelão;1;1;CE;GO;-
23;19/09/2010;16h00;Domingo;Guarani;Santos;-;Brinco de Ouro;0;0;SP;SP;-
23;19/09/2010;18h30;Domingo;Avaí;Grêmio;Grêmio;Ressacada;0;3;SC;RS;RS
23;19/09/2010;16h00;Domingo;Internacional;Vasco;Internacional;Beira Rio;1;0;RS;RJ;RS
23;19/09/2010;16h00;Domingo;Palmeiras;São Paulo;São Paulo;Pacaembu;0;2;SP;SP;SP
23;19/09/2010;16h00;Domingo;Atlético-MG;Vitória;Vitória;Arena do Jacaré;2;3;MG;ES;ES
24;22/09/2010;21h00;Quarta-feira;Vasco;Botafogo-RJ;-;Engenhão;2;2;RJ;RJ;-
24;22/09/2010;22h00;Quarta-feira;Grêmio;Flamengo;-;Olímpico Monumental;2;2;RS;RJ;-
24;22/09/2010;19h30;Quarta-feira;Goiás;Atlético-GO;Atlético-GO;Serra Dourada;1;3;GO;GO;GO
24;22/09/2010;22h00;Quarta-feira;Athlético-PR;Internacional;Athlético-PR;Arena da Baixada;1;0;PR;RS;PR
24;22/09/2010;22h00;Quarta-feira;Santos;Corinthians;Corinthians;Vila Belmiro;2;3;SP;SP;SP
24;22/09/2010;19h30;Quarta-feira;Cruzeiro;Ceará;Cruzeiro;Arena do Jacaré;2;0;MG;CE;MG
24;22/09/2010;19h30;Quarta-feira;Grêmio Prudente;Palmeiras;Palmeiras;Prudentão;0;1;SP;SP;SP
24;22/09/2010;19h30;Quarta-feira;São Paulo;Guarani;São Paulo;Morumbi;2;1;SP;SP;SP
24;23/09/2010;21h00;Quinta-feira;Fluminense;Atlético-MG;Fluminense;Engenhão;5;1;RJ;MG;RJ
24;23/09/2010;21h00;Quinta-feira;Vitória;Avaí;Vitória;Barradão;3;0;ES;SC;ES
25;25/09/2010;18h30;Sábado;Atlético-GO;Grêmio Prudente;Atlético-GO;Serra Dourada;3;0;GO;SP;GO
25;25/09/2010;18h30;Sábado;São Paulo;Goiás;Goiás;Morumbi;0;3;SP;GO;GO
25;25/09/2010;18h30;Sábado;Guarani;Vasco;Guarani;Brinco de Ouro;1;0;SP;RJ;SP
25;25/09/2010;18h30;Sábado;Flamengo;Palmeiras;Palmeiras;Engenhão;1;3;RJ;SP;SP
25;25/09/2010;18h30;Sábado;Santos;Cruzeiro;Santos;Arena Barueri;4;1;SP;MG;SP
25;26/09/2010;16h00;Domingo;Botafogo-RJ;Athlético-PR;-;Engenhão;1;1;RJ;PR;-
25;26/09/2010;18h30;Domingo;Avaí;Ceará;Avaí;Ressacada;5;0;SC;CE;SC
25;26/09/2010;16h00;Domingo;Vitória;Fluminense;Fluminense;Barradão;1;2;ES;RJ;RJ
25;26/09/2010;18h30;Domingo;Atlético-MG;Grêmio;Grêmio;Arena do Jacaré;1;2;MG;RS;RS
25;26/09/2010;16h00;Domingo;Internacional;Corinthians;Internacional;Beira Rio;3;2;RS;SP;RS
26;28/09/2010;21h10;Terça-feira;Goiás;Flamengo;-;Serra Dourada;1;1;GO;RJ;-
26;28/09/2010;21h00;Terça-feira;Vasco;Santos;Vasco;São Januário;3;1;RJ;SP;RJ
26;29/09/2010;22h00;Quarta-feira;Ceará;Atlético-MG;-;Castelão;0;0;CE;MG;-
26;29/09/2010;22h00;Quarta-feira;Corinthians;Botafogo-RJ;-;Pacaembu;1;1;SP;RJ;-
26;29/09/2010;19h30;Quarta-feira;Athlético-PR;Vitória;Athlético-PR;Arena da Baixada;1;0;PR;ES;PR
26;29/09/2010;19h30;Quarta-feira;Cruzeiro;Atlético-GO;Cruzeiro;Arena do Jacaré;3;0;MG;GO;MG
26;29/09/2010;21h00;Quarta-feira;Fluminense;Avaí;Fluminense;Raulino de Oliveira;1;0;RJ;SC;RJ
26;29/09/2010;22h00;Quarta-feira;Grêmio;São Paulo;Grêmio;Olímpico Monumental;4;2;RS;SP;RS
26;29/09/2010;19h30;Quarta-feira;Grêmio Prudente;Guarani;Grêmio Prudente;Prudentão;4;2;SP;SP;SP
26;29/09/2010;19h30;Quarta-feira;Palmeiras;Internacional;Palmeiras;Arena Barueri;2;0;SP;RS;SP
27;01/10/2010;21h00;Sexta-feira;Vasco;Goiás;Vasco;São Januário;3;2;RJ;GO;RJ
27;02/10/2010;18h30;Sábado;Cruzeiro;Athlético-PR;-;Arena do Jacaré;0;0;MG;PR;-
27;02/10/2010;16h00;Sábado;Corinthians;Ceará;-;Pacaembu;2;2;SP;CE;-
27;02/10/2010;18h30;Sábado;Botafogo-RJ;Flamengo;-;Engenhão;1;1;RJ;RJ;-
27;02/10/2010;16h00;Sábado;Grêmio Prudente;Fluminense;-;Prudentão;1;1;SP;RJ;-
27;02/10/2010;16h00;Sábado;Santos;Palmeiras;-;Vila Belmiro;1;1;SP;SP;-
27;02/10/2010;21h00;Sábado;Avaí;São Paulo;-;Ressacada;0;0;SC;SP;-
27;02/10/2010;21h00;Sábado;Atlético-GO;Atlético-MG;Atlético-MG;Serra Dourada;2;3;GO;MG;MG
27;02/10/2010;16h00;Sábado;Vitória;Grêmio;Grêmio;Barradão;0;3;ES;RS;RS
27;02/10/2010;18h30;Sábado;Internacional;Guarani;Internacional;Beira Rio;3;0;RS;SP;RS
28;06/10/2010;19h30;Quarta-feira;Guarani;Botafogo-RJ;-;Brinco de Ouro;1;1;SP;RJ;-
28;06/10/2010;21h50;Quarta-feira;Athlético-PR;Vasco;-;Arena da Baixada;0;0;PR;RJ;-
28;06/10/2010;21h50;Quarta-feira;Atlético-MG;Corinthians;Atlético-MG;Arena do Jacaré;2;1;MG;SP;MG
28;06/10/2010;21h50;Quarta-feira;Ceará;Internacional;Ceará;Castelão;1;0;CE;RS;CE
28;06/10/2010;19h30;Quarta-feira;Grêmio;Grêmio Prudente;Grêmio;Olímpico Monumental;4;0;RS;SP;RS
28;06/10/2010;19h30;Quarta-feira;Fluminense;Santos;Santos;Engenhão;0;3;RJ;SP;SP
28;06/10/2010;21h50;Quarta-feira;São Paulo;Vitória;São Paulo;Arena Barueri;2;0;SP;ES;SP
28;07/10/2010;21h00;Quinta-feira;Goiás;Cruzeiro;Cruzeiro;Serra Dourada;0;1;GO;MG;MG
28;07/10/2010;21h00;Quinta-feira;Flamengo;Atlético-GO;Flamengo;Raulino de Oliveira;2;0;RJ;GO;RJ
28;07/10/2010;21h00;Quinta-feira;Palmeiras;Avaí;Palmeiras;Pacaembu;4;1;SP;SC;SP
29;09/10/2010;18h30;Sábado;Vasco;Grêmio;-;São Januário;3;3;RJ;RS;-
29;09/10/2010;18h30;Sábado;Santos;Athlético-PR;Santos;Vila Belmiro;2;0;SP;PR;SP
29;09/10/2010;18h30;Sábado;Grêmio Prudente;São Paulo;São Paulo;Prudentão;2;3;SP;SP;SP
29;10/10/2010;16h00;Domingo;Avaí;Flamengo;-;Ressacada;2;2;SC;RJ;-
29;10/10/2010;16h00;Domingo;Botafogo-RJ;Palmeiras;-;Engenhão;0;0;RJ;SP;-
29;10/10/2010;16h00;Domingo;Corinthians;Atlético-GO;Atlético-GO;Pacaembu;3;4;SP;GO;GO
29;10/10/2010;18h30;Domingo;Ceará;Guarani;Ceará;Castelão;2;0;CE;SP;CE
29;10/10/2010;16h00;Domingo;Cruzeiro;Fluminense;Cruzeiro;Arena do Jacaré;1;0;MG;RJ;MG
29;10/10/2010;16h00;Domingo;Goiás;Vitória;Goiás;Serra Dourada;1;0;GO;ES;GO
29;10/10/2010;18h30;Domingo;Internacional;Atlético-MG;Internacional;Beira Rio;1;0;RS;MG;RS
13;13/10/2010;22h00;Quarta-feira;Santos;Internacional;Santos;Vila Belmiro;1;0;SP;RS;SP
18;13/10/2010;22h00;Quarta-feira;Vasco;Corinthians;Vasco;São Januário;2;0;RJ;SP;RJ
30;16/10/2010;18h30;Sábado;Athlético-PR;Goiás;Athlético-PR;Arena da Baixada;2;1;PR;GO;PR
30;16/10/2010;18h30;Sábado;Flamengo;Internacional;Flamengo;Engenhão;3;0;RJ;RS;RJ
30;17/10/2010;18h30;Domingo;Fluminense;Botafogo-RJ;-;Engenhão;0;0;RJ;RJ;-
30;17/10/2010;18h30;Domingo;Palmeiras;Ceará;-;Arena Barueri;1;1;SP;CE;-
30;17/10/2010;16h00;Domingo;Guarani;Corinthians;-;Brinco de Ouro;0;0;SP;SP;-
30;17/10/2010;16h00;Domingo;Atlético-GO;Vasco;Atlético-GO;Serra Dourada;2;0;GO;RJ;GO
30;17/10/2010;16h00;Domingo;Atlético-MG;Avaí;Atlético-MG;Arena do Jacaré;2;0;MG;SC;MG
30;17/10/2010;16h00;Domingo;Grêmio;Cruzeiro;Grêmio;Olímpico Monumental;2;1;RS;MG;RS
30;17/10/2010;18h30;Domingo;São Paulo;Santos;São Paulo;Morumbi;4;3;SP;SP;SP
30;17/10/2010;16h00;Domingo;Vitória;Grêmio Prudente;Vitória;Barradão;2;0;ES;SP;ES
31;23/10/2010;18h30;Sábado;Guarani;Atlético-GO;Atlético-GO;Brinco de Ouro;0;1;SP;GO;GO
31;23/10/2010;18h30;Sábado;Botafogo-RJ;Vitória;Botafogo-RJ;Engenhão;1;0;RJ;ES;RJ
31;24/10/2010;18h30;Domingo;Vasco;Flamengo;-;Engenhão;1;1;RJ;RJ;-
31;24/10/2010;16h00;Domingo;Athlético-PR;Fluminense;-;Arena da Baixada;2;2;PR;RJ;-
31;24/10/2010;18h30;Domingo;Grêmio;Internacional;-;Olímpico Monumental;2;2;RS;RS;-
31;24/10/2010;18h30;Domingo;Cruzeiro;Atlético-MG;Atlético-MG;Parque do Sabiá;3;4;MG;MG;MG
31;24/10/2010;16h00;Domingo;Ceará;São Paulo;Ceará;Castelão;2;0;CE;SP;CE
31;24/10/2010;16h00;Domingo;Corinthians;Palmeiras;Corinthians;Pacaembu;1;0;SP;SP;SP
31;24/10/2010;16h00;Domingo;Goiás;Avaí;Goiás;Serra Dourada;1;0;GO;SC;GO
31;24/10/2010;18h30;Domingo;Santos;Grêmio Prudente;Grêmio Prudente;Vila Belmiro;2;3;SP;SP;SP
32;27/10/2010;22h00;Quarta-feira;Flamengo;Corinthians;-;Engenhão;1;1;RJ;SP;-
32;28/10/2010;21h00;Quinta-feira;Atlético-GO;Ceará;-;Serra Dourada;1;1;GO;CE;-
32;28/10/2010;21h00;Quinta-feira;Fluminense;Grêmio;Fluminense;Engenhão;2;0;RJ;RS;RJ
32;28/10/2010;21h00;Quinta-feira;São Paulo;Athlético-PR;São Paulo;Arena Barueri;2;1;SP;PR;SP
32;30/10/2010;16h00;Sábado;Internacional;Santos;-;Beira Rio;1;1;RS;SP;-
32;30/10/2010;18h30;Sábado;Avaí;Guarani;Avaí;Ressacada;1;0;SC;SP;SC
32;30/10/2010;18h30;Sábado;Atlético-MG;Botafogo-RJ;Botafogo-RJ;Arena do Jacaré;0;2;MG;RJ;RJ
32;30/10/2010;18h30;Sábado;Grêmio Prudente;Cruzeiro;Cruzeiro;Prudentão;0;2;SP;MG;MG
32;30/10/2010;18h30;Sábado;Palmeiras;Goiás;Palmeiras;Arena Barueri;3;2;SP;GO;SP
32;30/10/2010;16h00;Sábado;Vitória;Vasco;Vitória;Barradão;4;2;ES;RJ;ES
33;03/11/2010;19h30;Quarta-feira;Guarani;Atlético-MG;-;Brinco de Ouro;0;0;SP;MG;-
33;03/11/2010;21h50;Quarta-feira;Ceará;Flamengo;-;Castelão;2;2;CE;RJ;-
33;03/11/2010;19h30;Quarta-feira;Internacional;Fluminense;-;Beira Rio;0;0;RS;RJ;-
33;03/11/2010;19h30;Quarta-feira;Santos;Vitória;-;Vila Belmiro;1;1;SP;ES;-
33;03/11/2010;19h30;Quarta-feira;Botafogo-RJ;Atlético-GO;Botafogo-RJ;Engenhão;3;2;RJ;GO;RJ
33;03/11/2010;21h50;Quarta-feira;Corinthians;Avaí;Corinthians;Pacaembu;4;0;SP;SC;SP
33;03/11/2010;19h30;Quarta-feira;Goiás;Grêmio;Grêmio;Serra Dourada;0;2;GO;RS;RS
33;03/11/2010;21h50;Quarta-feira;Cruzeiro;São Paulo;São Paulo;Parque do Sabiá;0;2;MG;SP;SP
33;04/11/2010;21h00;Quinta-feira;Athlético-PR;Palmeiras;Athlético-PR;Arena da Baixada;1;0;PR;SP;PR
33;04/11/2010;21h00;Quinta-feira;Vasco;Grêmio Prudente;Vasco;São Januário;2;1;RJ;SP;RJ
34;06/11/2010;19h30;Sábado;Atlético-GO;Internacional;-;Serra Dourada;2;2;GO;RS;-
34;06/11/2010;19h30;Sábado;Atlético-MG;Santos;-;Arena do Jacaré;2;2;MG;SP;-
34;06/11/2010;19h30;Sábado;Grêmio;Ceará;Grêmio;Olímpico Monumental;5;1;RS;CE;RS
34;07/11/2010;17h00;Domingo;Avaí;Botafogo-RJ;-;Ressacada;0;0;SC;RJ;-
34;07/11/2010;19h30;Domingo;Flamengo;Athlético-PR;Athlético-PR;Raulino de Oliveira;0;1;RJ;PR;PR
34;07/11/2010;17h00;Domingo;São Paulo;Corinthians;Corinthians;Morumbi;0;2;SP;SP;SP
34;07/11/2010;17h00;Domingo;Vitória;Cruzeiro;Cruzeiro;Barradão;0;1;ES;MG;MG
34;07/11/2010;19h30;Domingo;Fluminense;Vasco;Fluminense;Engenhão;1;0;RJ;RJ;RJ
34;07/11/2010;17h00;Domingo;Grêmio Prudente;Goiás;Grêmio Prudente;Prudentão;4;1;SP;GO;SP
34;07/11/2010;19h30;Domingo;Palmeiras;Guarani;Palmeiras;Arena Barueri;1;0;SP;SP;SP
35;10/11/2010;21h50;Quarta-feira;Ceará;Botafogo-RJ;-;Castelão;2;2;CE;RJ;-
35;13/11/2010;19h30;Sábado;Santos;Grêmio;-;Vila Belmiro;0;0;SP;RS;-
35;13/11/2010;19h30;Sábado;Atlético-MG;Flamengo;Atlético-MG;Arena do Jacaré;4;1;MG;RJ;MG
35;13/11/2010;19h30;Sábado;Corinthians;Cruzeiro;Corinthians;Pacaembu;1;0;SP;MG;SP
35;14/11/2010;17h00;Domingo;Fluminense;Goiás;-;Engenhão;1;1;RJ;GO;-
35;14/11/2010;17h00;Domingo;Vasco;São Paulo;-;São Januário;1;1;RJ;SP;-
35;14/11/2010;17h00;Domingo;Guarani;Vitória;-;Brinco de Ouro;1;1;SP;ES;-
35;14/11/2010;17h00;Domingo;Atlético-GO;Palmeiras;Atlético-GO;Serra Dourada;3;0;GO;SP;GO
35;14/11/2010;19h30;Domingo;Athlético-PR;Grêmio Prudente;Athlético-PR;Arena da Baixada;2;1;PR;SP;PR
35;14/11/2010;17h00;Domingo;Internacional;Avaí;Avaí;Beira Rio;2;3;RS;SC;SC
36;20/11/2010;19h30;Sábado;Grêmio Prudente;Ceará;-;Prudentão;1;1;SP;CE;-
36;20/11/2010;19h30;Sábado;Flamengo;Guarani;Flamengo;Engenhão;2;1;RJ;SP;RJ
36;20/11/2010;19h30;Sábado;Grêmio;Athlético-PR;Grêmio;Olímpico Monumental;3;1;RS;PR;RS
36;21/11/2010;17h00;Domingo;Vitória;Corinthians;-;Barradão;1;1;ES;SP;-
36;21/11/2010;17h00;Domingo;Palmeiras;Atlético-MG;Atlético-MG;Fonte Luminosa;0;2;SP;MG;MG
36;21/11/2010;19h30;Domingo;Avaí;Atlético-GO;Avaí;Ressacada;3;0;SC;GO;SC
36;21/11/2010;19h30;Domingo;Cruzeiro;Vasco;Cruzeiro;Arena do Jacaré;3;1;MG;RJ;MG
36;21/11/2010;17h00;Domingo;São Paulo;Fluminense;Fluminense;Arena Barueri;1;4;SP;RJ;RJ
36;21/11/2010;17h00;Domingo;Botafogo-RJ;Internacional;Internacional;Engenhão;1;2;RJ;RS;RS
36;21/11/2010;19h30;Domingo;Goiás;Santos;Santos;Serra Dourada;1;4;GO;SP;SP
37;28/11/2010;17h00;Domingo;Ceará;Athlético-PR;-;Castelão;1;1;CE;PR;-
37;28/11/2010;17h00;Domingo;Atlético-GO;São Paulo;-;Serra Dourada;1;1;GO;SP;-
37;28/11/2010;17h00;Domingo;Internacional;Vitória;-;Beira Rio;1;1;RS;ES;-
37;28/11/2010;17h00;Domingo;Atlético-MG;Goiás;Atlético-MG;Arena do Jacaré;3;1;MG;GO;MG
37;28/11/2010;17h00;Domingo;Avaí;Santos;Avaí;Ressacada;3;2;SC;SP;SC
37;28/11/2010;17h00;Domingo;Botafogo-RJ;Grêmio Prudente;Botafogo-RJ;Engenhão;3;1;RJ;SP;RJ
37;28/11/2010;17h00;Domingo;Corinthians;Vasco;Corinthians;Pacaembu;2;0;SP;RJ;SP
37;28/11/2010;17h00;Domingo;Flamengo;Cruzeiro;Cruzeiro;Raulino de Oliveira;1;2;RJ;MG;MG
37;28/11/2010;17h00;Domingo;Palmeiras;Fluminense;Fluminense;Arena Barueri;1;2;SP;RJ;RJ
37;28/11/2010;17h00;Domingo;Guarani;Grêmio;Grêmio;Brinco de Ouro;0;3;SP;RS;RS
38;02/12/2010;21h00;Quinta-feira;Grêmio Prudente;Internacional;Internacional;Prudentão;0;3;SP;RS;RS
38;05/12/2010;17h00;Domingo;Vitória;Atlético-GO;-;Barradão;0;0;ES;GO;-
38;05/12/2010;17h00;Domingo;Goiás;Corinthians;-;Serra Dourada;1;1;GO;SP;-
38;05/12/2010;17h00;Domingo;Santos;Flamengo;-;Vila Belmiro;0;0;SP;RJ;-
38;05/12/2010;17h00;Domingo;Athlético-PR;Avaí;Athlético-PR;Arena da Baixada;1;0;PR;SC;PR
38;05/12/2010;17h00;Domingo;Cruzeiro;Palmeiras;Cruzeiro;Arena do Jacaré;2;1;MG;SP;MG
38;05/12/2010;17h00;Domingo;FLUMINENSE;GUARANI;FLUMINENSE;Engenhão;1;0;RJ;SP;RJ
38;05/12/2010;17h00;Domingo;Grêmio;Botafogo-RJ;Grêmio;Olímpico Monumental;3;0;RS;RJ;RS
38;05/12/2010;17h00;Domingo;São Paulo;Atlético-MG;São Paulo;Morumbi;4;0;SP;MG;SP
38;05/12/2010;17h00;Domingo;Vasco;Ceará;Vasco;São Januário;2;0;RJ;CE;RJ
1;21/05/2011;21h00;Sábado;Santos;Internacional;-;Vila Belmiro;1;1;SP;RS;-
1;21/05/2011;18h30;Sábado;Atlético-MG;Athlético-PR;Atlético-MG;Arena do Jacaré;3;0;MG;PR;MG
1;21/05/2011;18h30;Sábado;Flamengo;Avaí;Flamengo;Cláudio Moacyr;4;0;RJ;SC;RJ
1;21/05/2011;18h30;Sábado;Ceará;Vasco;Vasco;Presidente Vargas;1;3;CE;RJ;RJ
1;22/05/2011;18h30;Domingo;América-MG;Bahia;América-MG;Arena do Jacaré;2;1;MG;BA;MG
1;22/05/2011;16h00;Domingo;Coritiba;Atlético-GO;Atlético-GO;Couto Pereira;0;1;PR;GO;GO
